03SLJ,7k/4RN1P/1r6/6K1/8/8/8/1q6 b - - 1 56,h8g7 h7h8q,1759,79,91,3521,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/l7BvBZgT/black#112
03SLy,8/8/8/pp1p1k2/2pP2p1/P1P2K2/1P4P1/8 w - - 0 36,f3g3 f5g5 g3f2 g5f4,2118,75,87,334,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/I2oO3Bsm#71
03Siw,r7/ppp1k3/3pb3/3P2Pp/1Bn4P/2P5/P1q3P1/4RR1K b - - 0 25,c7c5 e1e6 e7d7 f1f7,1663,500,100,0,equality middlegame short,https://lichess.org/8NsQrhEX/black#50
03Stg,rn2r1k1/2p2ppp/1q2pn2/pNbP1b2/2B5/P2PBN2/1P2QPPP/R3K2R w KQ - 7 15,e1g1 e6d5 d3d4 d5c4,1740,75,87,247,advantage middlegame short,https://lichess.org/UzKJ2lXH#29
03TEV,4rk2/b4pp1/2p2q2/P2p1B2/1r1P4/4B1P1/2Q2P1P/3R2K1 b - - 0 29,a7d4 e3d4 b4d4 c2c5,1569,85,86,51,advantage middlegame short,https://lichess.org/kJjnWYYz/black#58
03TIU,8/3q1pkp/p5p1/2rP1B2/4R3/6P1/3Q3P/6K1 b - - 0 45,d7f5 d2d4 g7h6 e4h4,1551,74,93,535,crushing endgame fork short,https://lichess.org/MxpfM65N/black#90
03TkB,4r1k1/1p2rpb1/p2p2p1/2pPP2p/2q5/2N2Q1P/PP2R1P1/5R1K b - - 0 27,d6e5 e2e4 c4f1 f3f1,1970,80,79,51,advantage middlegame short trappedPiece,https://lichess.org/yZhAzMjs/black#54
03U0M,1r2qrk1/1bp1bp1p/2N1pnp1/p1Pp4/Q2P4/P2BPN2/1B3PPP/1R3RK1 b - - 0 18,e8c6 d3b5,1614,115,57,13,crushing middlegame oneMove,https://lichess.org/iqIToltk/black#36
03U1f,1k2r3/p2p4/1p1q2p1/3bPrB1/Q6P/1P4P1/P7/R3R1K1 b - - 0 28,f5e5 e1e5 e8e5 g5f4 d6c5 g1f1,1987,74,94,1891,advantage defensiveMove long middlegame pin,https://lichess.org/iRAZRDdZ/black#56
03UJM,8/pp4p1/3p1krp/2p5/P2p1R2/1P1P1KN1/2P2P2/1r6 b - - 14 51,f6g5 f4f5 g5h4 f5h5,1970,80,67,86,endgame hookMate mate mateIn2 short,https://lichess.org/NGyghNCc/black#102
03Uc1,4r2k/1p2rpp1/pB2b1np/3p4/PbpP4/2N2BPP/1PP1R1P1/3R2K1 w - - 5 25,c3d5 e6d5 e2e7 g6e7,1843,93,31,33,advantage middlegame short,https://lichess.org/f8yVskXb#49
03UeU,6k1/R5pp/p4p2/1p6/1P6/2P2N2/1r3PPP/6K1 w - - 0 30,a7a6 b2b1 f3e1 b1e1,600,88,100,172,backRankMate endgame mate mateIn2 short,https://lichess.org/gJJBlen5#59
03UkG,r1b2rk1/4b1p1/pq2Nn1p/1p6/8/3B1NnP/PPP3P1/R1BQR1K1 w - - 1 18,f3d4 c8e6 e1e6 b6d4,1389,76,89,473,advantage capturingDefender opening pin short,https://lichess.org/mqBu5dww#35
03Ulb,6k1/P1p2ppp/4p3/8/2n5/7P/1r4P1/3RK3 b - - 0 36,b2a2 d1d8,644,104,87,487,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/pqt0GU3v/black#72
03Utu,k2r4/1p1b1p1p/pq6/4Q3/5p2/P1N2P2/1P4PP/4RK2 w - - 6 35,c3d5 d7b5 e1e2 b5e2,1277,85,81,60,crushing endgame short,https://lichess.org/hy4tebek#69
03VQT,6r1/1pp3k1/3p4/p2Pp1pP/2P1n1P1/P7/1P4K1/5R2 b - - 0 36,g8f8 h5h6 g7h6 f1f8,1226,74,97,675,advantage deflection endgame short,https://lichess.org/abwnFv2V/black#72
03VVk,5r2/6k1/3p2p1/1p2p2p/1P2N3/1Q1Pq1b1/6K1/5R2 w - - 0 31,e4g3 h5h4 g3h5 g6h5,2109,78,83,48,crushing endgame short,https://lichess.org/aiADxxgI#61
03VWk,1k3r2/pbpQ1p2/1p6/2q1r1p1/4P3/3B2Pp/2P4P/3NRR1K w - - 4 29,f1f7 b7c8 d7c7 c5c7 f7c7 b8c7,1728,122,3,19,advantage long middlegame,https://lichess.org/sYWHTwzm#57
03Vlf,1kr5/1p1q1pp1/p2bb2p/8/3N4/3QP3/PP1B1PPP/3R2K1 w - - 0 24,d4e6 d6h2 g1h2 d7d3,1175,78,94,341,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/V39aF5sj#47
03Vpy,1k2N3/pp6/7p/4p3/4P3/P1NP1nqP/1P4R1/5QK1 w - - 3 36,g1h1 g3h3 g2h2 h3f1,1222,75,97,2251,endgame mate mateIn2 short,https://lichess.org/Qn8xCPFD#71
03W5g,4r1k1/pp1n1r1Q/6p1/2p5/2B2P2/1P2P1R1/PB1q3P/2R2K2 b - - 0 28,g8h7 g3h3 h7g8 h3h8,1659,75,99,4573,mate mateIn2 middlegame pin short,https://lichess.org/h1E4CUel/black#56
03WAB,k2r2r1/3R1Qpp/p3p3/4q3/1p6/3P4/3K1P1P/6R1 b - - 0 29,g8f8 d7a7 a8b8 f7b7,1167,75,97,4254,endgame mate mateIn2 short,https://lichess.org/BrSmnfbO/black#58
03WIh,4rrk1/pp3pp1/2np3p/q2p1QNP/8/PPp1P3/2P2PP1/R2K3R b - - 1 18,e8e5 f5h7,933,76,100,93,mate mateIn1 middlegame oneMove,https://lichess.org/pdfjjUej/black#36
03WTw,r3kb1r/ppq2pp1/2p1pn2/6N1/1P2Q3/P7/2PP1PPP/R1B1K2R w KQkq - 1 14,e4f3 c7e5 f3e3 e5a1,1708,74,93,901,crushing fork middlegame pin short,https://lichess.org/tU9IU3DX#27
03WsH,rn1qk1nr/pp1bppbp/3p2p1/1B2P3/8/2N2N2/PPP2PPP/R1BQK2R w KQkq - 3 9,e5d6 g7c3 b2c3 d7b5,1966,76,87,425,advantage opening short,https://lichess.org/eHo8rzsJ#17
03WsY,8/8/6p1/p2p4/2k4P/8/PP1K4/8 w - - 0 46,b2b3 c4b4 d2c2 b4a3 c2b1 d5d4 b1a1 d4d3 a1b1 d3d2 b1c2 a3a2,2078,76,94,3086,advancedPawn crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/WLTGwAxJ#91
03X18,3r1r2/8/4k1p1/3ppq2/2Q5/2P3P1/PP3PK1/3R3R w - - 0 38,c4c6 d8d6 c6d6 e6d6,867,87,72,95,crushing defensiveMove endgame short,https://lichess.org/GXzjYMFA#75
03X1v,4r1k1/1p3pp1/2pqr2p/1P6/3p4/2R1PQ1P/5PP1/2R3K1 w - - 0 25,e3d4 e6e1 c1e1 e8e1,1005,75,100,495,endgame mate mateIn2 short,https://lichess.org/Vpctr1Hn#49
03X3v,2qr2k1/4bppp/4p3/4N1n1/Pp1P1Q2/1n4P1/1B3P1P/R4RK1 w - - 0 26,h2h4 g5h3 g1g2 h3f4,975,78,98,1290,crushing fork master middlegame short,https://lichess.org/vu1t06Yv#51
03X8d,r1b2r1k/2p1b2p/2n2n2/1p2p2q/pPP1Ppp1/P4P2/B1QNN1PP/R1B2RK1 w - - 0 19,c4b5 g4g3 h2g3 c6d4 e2d4 f4g3 f1e1 h5h2,2442,77,66,79,advantage deflection kingsideAttack middlegame sacrifice veryLong,https://lichess.org/NHfglZHx#37
03XAy,4B3/2R1b2p/4pkp1/5p2/1P3P2/r7/6PP/5K2 b - - 2 35,e7b4 c7f7,842,93,72,140,endgame mate mateIn1 oneMove,https://lichess.org/5nPCHAFF/black#70
03XDF,6k1/2r2ppp/8/4p3/3p4/R2P4/5PPP/6K1 b - - 0 33,c7c6 a3a8 c6c8 a8c8,943,237,-78,2,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/vN9cRxYQ/black#66
03XGl,r2q1rk1/1bpn2b1/pp4Q1/5p2/2BPp3/P6P/1PP2PPN/R4RK1 b - - 4 18,g8h8 g6h5 g7h6 h5h6,1036,74,100,760,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/5Rw2c5D2/black#36
03XJO,1r3rk1/p3qppp/n2b1p2/8/Q1ppPP1P/P2P2P1/3P2B1/R1N2RK1 b - - 2 26,e7b7 e4e5 b7b6 e5d6,1269,78,89,75,advantage middlegame short,https://lichess.org/CCIpFH8N/black#52
03XXf,3k4/p1p3p1/2Q5/2b1pP2/2P3q1/1PN2nP1/PB2N2r/3K4 w - - 0 24,c6c5 h2h1 d1c2 g4f5 c3e4 f5e4,2085,76,85,209,crushing exposedKing long middlegame,https://lichess.org/KrVpjs9U#47
03Xco,2r5/pp3bkp/1q4p1/3p1p2/3Nn3/1PP4P/P1Q2PP1/R3R1K1 w - - 4 27,e1e3 b6d4 c3d4 c8c2,1673,74,94,4924,advantage middlegame short,https://lichess.org/NoN2QuuP#53
03XyJ,Q3k2r/1p3ppp/4p3/B2r4/q7/2P2P2/1KP4P/7R b k - 1 21,e8e7 a5d8 h8d8 a8a4,2256,78,90,402,advantage discoveredAttack endgame master short,https://lichess.org/R9HLBfdj/black#42
03XzC,3rk1nr/pp3ppp/2nq4/5b2/3p4/4PN2/PP3PPP/R1BQKB1R w KQk - 1 11,f1b5 d6b4 d1d2 b4b5,1137,76,84,247,crushing fork opening short,https://lichess.org/fpkne6gZ#21
03YB5,5k2/7p/1p2Q1p1/p1pP4/q1P1K2P/6P1/5P2/8 w - - 2 40,d5d6 a4e8 e6e7 e8e7,2082,77,83,202,crushing endgame master queenEndgame short,https://lichess.org/DNuM1PS2#79
03YED,1q2r1k1/5pb1/4b1pp/3N4/1BPn1PP1/7P/Q6K/1R2R3 b - - 0 33,e6d5 b4d6 e8e2 e1e2 b8d6 e2e8 g8h7 c4d5 d6f4 h2h1,2200,476,-100,5,advantage defensiveMove middlegame veryLong,https://lichess.org/65on2AhX/black#66
03YGA,4rrk1/pq3pp1/2pQ3p/1pP1N2n/3N2bP/PB1P4/1P4P1/R6K b - - 2 28,e8d8 e5f7 b7f7 b3f7,2415,86,90,360,advantage kingsideAttack middlegame short,https://lichess.org/6aJbCBCn/black#56
03YO5,1rb2rk1/5Bp1/p6p/1pp3q1/8/P2P1Q2/2P2PPP/4RRK1 b - - 0 20,f8f7 e1e8 g8h7 f3f7 c8h3 f7g8,1870,142,-79,16,advantage deflection kingsideAttack long middlegame,https://lichess.org/6dNWKbFJ/black#40
03Yql,r4qk1/1b3p2/pp3R1p/2p1p3/4P3/2N1b1QP/PPP3BK/8 b - - 2 27,e3g5 h3h4 f8g7 h4g5,1671,75,87,196,advantage master middlegame pin short,https://lichess.org/olCFfeQq/black#54
03ZK3,6k1/1b2q1r1/p4b2/1p2pQ2/4P3/P1N5/1PP3PP/5R1K b - - 8 32,g7g5 f5f6 e7f6 f1f6,1191,76,97,6018,advantage middlegame short,https://lichess.org/U0hVKTRM/black#64
03ZMh,5R2/8/8/6p1/5pk1/r7/5PKP/8 w - - 0 46,f8h8 f4f3 g2f1 a3a1,1139,77,94,449,endgame mate mateIn2 rookEndgame short,https://lichess.org/nIECLO2v#91
03Zi5,1r6/2R2p1p/4kp2/p2p1p2/8/1P2PK2/P4P1r/2R5 b - - 3 25,b8g8 c1c6 e6e5 c7e7,1189,76,91,847,endgame mate mateIn2 rookEndgame short,https://lichess.org/ukylkCXF/black#50
03ZnP,r2qr2k/p5pp/1p3p2/3PnQ2/bp2P3/7P/P2BBPP1/R4RK1 w - - 0 23,d2b4 g7g5 f2f4 a4d7 f4e5 d7f5,1707,297,-75,2,equality long middlegame quietMove trappedPiece,https://lichess.org/H6IlCoVE#45
03Zog,6k1/3r1pbp/p2pb1pB/2p5/4P3/q1N2P2/3Q2P1/2KR1B1R w - - 0 26,c1c2 a3b3 c2d3 e6c4 d3e3 g7c3 f1c4 c3d2,2486,83,90,588,advantage deflection doubleCheck exposedKing middlegame veryLong,https://lichess.org/IxvuqWXH#51
03a1M,r5k1/ppp1Qppp/1q4b1/6r1/2P2R2/2P1P2P/PB3PP1/1R4K1 b - - 8 22,g6b1 e7f7 g8h8 f7f8 a8f8 f4f8,1061,80,94,335,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/NdkBNtie/black#44
03aA0,3r1rk1/2n1qpbp/4p1p1/p3P3/PpB5/1Q1N1P2/1B3P1P/R2R2K1 w - - 1 23,d1d2 e7g5 g1f1 g5d2,1127,80,94,258,crushing fork middlegame short,https://lichess.org/uJLhHrYZ#45
03aCz,3rr1k1/6pp/2Q5/p1p5/2P5/P2pqP2/1P1R2PP/K2R4 w - - 1 30,d2d3 d8d3 d1d3 e3c1 a1a2 c1c4 d3b3 e8b8,1961,76,84,59,advantage endgame fork pin veryLong,https://lichess.org/YcsHH0gA#59
03aEp,r1bq1rk1/pp1nb1p1/2n1pp1p/3pP3/3P3N/3B4/PPQN1PPP/R1B1R1K1 b - - 1 12,f6e5 d3h7 g8h8 h4g6 h8h7 g6f8 h7g8 f8e6,2026,116,59,29,advantage doubleCheck fork opening veryLong,https://lichess.org/VGepyXCW/black#24
03aIJ,8/6k1/2pq1ppp/1p2N3/1P1P1Q2/r6P/r2n1PP1/1R2R1K1 w - - 0 32,e5d3 d6f4 d3f4 d2b1,1355,74,95,4875,crushing middlegame short,https://lichess.org/gPpLk3tM#63
03aJW,2k5/ppp3pN/2pb4/5r2/8/2NP3P/PPP1b1PK/R7 w - - 3 22,g2g3 f5f2 h2g1 d6c5,1987,121,-13,15,advantage defensiveMove endgame short,https://lichess.org/58CkRCnL#43
03aTT,2rkr3/Q2n3p/1p1bq3/6p1/3B4/2P4P/PP3PP1/R4RK1 w - - 0 21,f1e1 e6e1 a1e1 e8e1,1264,90,63,34,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/UawCyq1v#41
03av2,r1b1r1k1/1pp1bppp/p1n2n2/3N4/8/P2P3P/BPP2PP1/R1B1K1NR w KQ - 1 12,d5c7 e7b4 e1d1 e8e1,1573,91,78,56,doubleCheck mate mateIn2 opening short,https://lichess.org/ehq2Kwrj#23
03bV3,r1bqk2r/1pp1nppp/1pnp4/4p1N1/2B1PP2/8/PPPP2PP/R1BQK2R b KQkq - 1 8,e8g8 d1h5 h7h6 g5f7,2063,76,92,3193,advantage opening short,https://lichess.org/1gS2tOXt/black#16
03ba5,6k1/1R2pp1p/2r3p1/3p1b2/2pB4/4P2P/5PP1/6K1 b - - 1 34,e7e6 b7b8 c6c8 b8c8,600,109,71,108,endgame mate mateIn2 short,https://lichess.org/XxUNwa61/black#68
03baH,1r1r2k1/1P3pbp/1BRPp3/5p2/8/p5P1/5K1P/8 b - - 2 34,d8d7 c6c8 g7f8 c8b8 d7b7 b8b7,1157,79,94,1166,advantage endgame long pin,https://lichess.org/GACj1yKB/black#68
03bmP,2kr3r/pbpp1p2/1p2pq2/2b1N1pp/Q1P5/2P3B1/PP1N1PPP/R3R1K1 w - - 0 17,a4a7 h5h4 d2e4 f6f5 e4c5 b6c5 e5g6 f7g6,2367,88,82,42,advantage middlegame veryLong,https://lichess.org/u7bwVx4w#33
03bsw,r7/pbp1r1k1/1p2pbp1/2P5/Q7/4B3/Pq3PPP/R3R1K1 b - - 3 20,b2e5 e3h6 g7h6 e1e5,1355,82,83,86,advantage discoveredAttack middlegame short,https://lichess.org/X6nW6Ref/black#40
03by5,2r1Rk2/1Q4p1/p2P1ppn/2P2b1q/3B4/7P/PP3Pp1/4R1K1 b - - 2 24,c8e8 e1e8 f8e8 b7e7,1359,75,93,498,attraction mate mateIn2 middlegame short,https://lichess.org/RP0qvmAq/black#48
03c5v,r4nk1/p4q2/2p1p1pQ/2ppP3/r7/6R1/PPP4P/6RK b - - 1 26,a4f4 g3g6 f8g6 g1g6 f7g6 h6g6,1243,75,100,413,crushing exposedKing kingsideAttack long middlegame,https://lichess.org/u69M9HEl/black#52
03cLe,3r4/1p3k1R/4p1p1/1p2B1P1/8/P7/1PK2P2/r7 b - - 4 42,f7f8 h7h8 f8e7 e5f6,1344,75,92,681,crushing endgame master short,https://lichess.org/vJk6oGyl/black#84
03cUj,r5k1/1p3pp1/p1p5/P2p1q1B/3Pr2n/1Q2P2P/1P3PP1/2R2RK1 w - - 1 22,h5g4 e4g4 h3g4 f5g4 g2g3 h4f3,1496,76,79,418,crushing kingsideAttack long middlegame,https://lichess.org/Aujx10El#43
03cXe,r1b2rk1/p4ppp/1p2p3/3p4/7P/3B1Q2/q4PP1/2R1R1K1 b - - 1 19,a2a3 d3h7 g8h7 f3a3,1263,75,76,181,crushing discoveredAttack middlegame short,https://lichess.org/V5JMan7o/black#38
03cdR,2rr2k1/pp3ppp/1b4b1/3N1N2/6P1/P2QPPK1/1q5P/2RR4 b - - 1 24,c8c1 d5e7 g8f8 d3d8 b6d8 d1d8,1510,75,93,1508,discoveredAttack kingsideAttack long mate mateIn3 middlegame,https://lichess.org/5M6uMdY9/black#48
03cgK,3r3k/p5p1/R3B2p/8/1B1Npb2/7P/P4PP1/6K1 w - - 0 33,d4e2 d8d1 b4e1 d1e1,600,86,100,374,endgame mate mateIn2 short,https://lichess.org/MfP4G4WV#65
03ctM,6r1/pp2bk1p/4bp2/2p5/5p2/2P2N2/PPB2P1P/1K2R3 b - - 3 28,h7h6 e1e6 f7e6 c2b3 c5c4 b3c4,1698,73,94,5116,advantage attraction endgame long sacrifice,https://lichess.org/XsaLNrHo/black#56
03d49,2r2r1k/5pp1/4p2p/8/P2q4/6QP/R1p2PP1/2R3K1 w - - 0 28,a2c2 c8c2 c1c2 d4d1 g1h2 d1c2,998,77,99,598,attraction crushing endgame fork long,https://lichess.org/15oxc1P5#55
03d5A,r5k1/1pqbn1p1/pbn5/3pp1PP/3P3N/2PBB3/8/RN3QK1 b - - 0 22,a8f8 d3h7 g8h7 f1f8,1232,74,94,693,crushing deflection kingsideAttack middlegame short,https://lichess.org/0LDpBBrz/black#44
03d8i,rq5r/2pkb3/p2p4/3Qp3/N3P3/P3R1p1/RPP3P1/6K1 w - - 2 25,e3g3 b8a7 a4c5 a7c5 d5c5 d6c5,1695,76,86,64,advantage long middlegame,https://lichess.org/a5r1FVfH#49
03dHm,7r/pp3kp1/4q2r/1PPpbp2/4p3/4P1PP/P3QPB1/2RR2K1 b - - 0 28,h6h3 g2h3 h8h3 g1g2,1888,74,95,515,advantage master middlegame short,https://lichess.org/CzuRIyvX/black#56
03dMX,2rr4/4kpQ1/1pb5/b2q2N1/3p4/4BP2/P5PP/1RR3K1 w - - 0 31,e3d4 d5d4 g7d4 d8d4,959,95,80,49,advantage middlegame short,https://lichess.org/HYNFVti7#61
03dR1,5rk1/1p3Npp/p1nr4/2p5/8/4R3/PP4PP/5R1K b - - 0 23,f8f7 e3e8 f7f8 f1f8,829,87,86,220,endgame mate mateIn2 short,https://lichess.org/jaTAh31G/black#46
03dRs,1r2kb1r/Q2n2pp/3q1n2/4p3/2B1Pp2/2N2P1P/PPP2P2/R1B1K2R w KQk - 1 13,c3b5 d6b4 b5c3 b4c4,1286,77,94,338,advantage fork middlegame short,https://lichess.org/f7IwexCh#25
03dZo,7r/1b2kppp/1Nn1pn2/6q1/3p4/2PB4/P4PPP/R2QR1K1 w - - 0 20,d1c2 c6e5 d3e4 f6e4,2728,116,92,457,advantage middlegame short,https://lichess.org/Vh90oUvN#39
03dfD,r2q1rk1/ppp1bppp/1nnp4/8/2PP4/2NBBQ1P/PP3PP1/R3K2R b KQ - 6 11,e7g5 f3f5 g7g6 f5g5,1939,83,74,36,crushing middlegame short,https://lichess.org/lyY49uBs/black#22
03dpm,rn1qr1k1/pp2b2p/2ppPnpB/8/3PN3/5Q2/PPP2PPP/R4RK1 b - - 3 15,f6e4 f3f7 g8h8 h6g7,1446,76,74,61,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mof5AZas/black#30
03e18,4r1k1/R5pp/p2B1p2/2p5/2Pb4/r6P/5PP1/3R2K1 w - - 0 31,d1d4 a3a1 g1h2 c5d4,1296,150,-24,9,crushing endgame intermezzo short,https://lichess.org/XFBCm0mA#61
03e8L,4r3/p7/1b6/4Pkpp/4R3/3K1NPP/PP6/8 w - - 1 43,f3d2 e8d8 d3c3 d8d2,1751,74,93,3834,advantage endgame short,https://lichess.org/xzr5z6JW#85
03eIz,5rr1/ppk5/n1pb1p2/3p1b1P/3P3P/P2B2P1/1P4K1/R1B2R2 w - - 0 25,f1f5 g8g3 g2f2 g3d3,1003,84,94,612,advantage fork middlegame short,https://lichess.org/qVfjIKOX#49
03eOY,2rr2k1/pp2pp1p/6p1/2nqN3/8/2QbP3/PP3PPP/3RKB1R b K - 4 16,d5a2 e5d3 c5d3 d1d3 c8c3 d3d8 g8g7 b2c3,2200,476,100,3,equality intermezzo middlegame veryLong,https://lichess.org/IViaPbrK/black#32
03eQP,r4rk1/pp3pb1/1q5p/2p3P1/8/PPpP1QB1/2P2PP1/2KR3R w - - 0 22,g5h6 b6a5 a3a4 a5b4 d1e1 b4a3 c1d1 a3a1,2395,85,78,67,advantage middlegame queensideAttack veryLong,https://lichess.org/BqNBjZXT#43
03elI,r2q1rk1/pb4Bp/4p3/2p4N/1P1p3n/P4B2/5bPP/R2Q1R1K b - - 1 21,h4f3 g7f8 d8h4 f8d6 f3h2 d6h2,1586,500,100,1,equality long middlegame,https://lichess.org/uvIGsVkn/black#42
03etK,r4r2/pR6/3p4/2b3Bp/NkB1P1bP/1P4p1/P5P1/n6K b - - 0 26,b4a3 g5c1 a3a2 a4c3,1746,75,99,4251,mate mateIn2 middlegame short,https://lichess.org/593garCQ/black#52
03ewz,rn4k1/6pp/2p1p3/pp3r2/3q2n1/2N3Q1/PPP1RPPP/R5K1 b - - 3 20,b8d7 a1d1 d4a7 g3g4,1929,150,100,26,equality middlegame short,https://lichess.org/quJT7Epf/black#40
03f2D,8/1r2kp2/8/3Q4/2PKPP2/1r6/8/8 w - - 3 49,c4c5 b7d7 d5d7 e7d7,1730,77,86,59,crushing endgame pin queenRookEndgame short,https://lichess.org/cFEf3Zwc#97
03f4f,r1b2rk1/p3ppbp/2pp2P1/8/2B1n3/2N5/PqPB2PP/R2Q1R1K b - - 0 13,e4c3 c4f7 f8f7 g6f7,1979,85,87,30,advancedPawn advantage kingsideAttack opening short,https://lichess.org/LWdqoK3e/black#26
03f5q,3r1r2/pQ1n2k1/1p4p1/4p2p/1P6/5NP1/P1qR2K1/5R2 b - - 2 31,c2c8 b7c8 d8c8 d2d7,1256,216,-100,3,advantage capturingDefender middlegame short,https://lichess.org/XFiZnahK/black#62
03f67,3r2rk/5p1Q/p4Pp1/3pPb2/2pP2B1/6R1/2q3PP/3R2K1 b - - 0 30,h8h7 g3h3,1413,107,76,35,master mate mateIn1 middlegame oneMove,https://lichess.org/L0XJiDq1/black#60
03fNg,8/2p1rpk1/2pp2p1/p6p/2PP2bP/1PN3P1/P4P2/R4K2 w - - 0 26,a1e1 g4h3 f1g1 e7e1,1249,79,94,189,crushing deflection endgame short,https://lichess.org/0BI2RT6D#51
03fk0,r1bq1rk1/pp3ppB/2p1p3/8/2NP4/2n1P3/P4PPP/1R1Q1RK1 b - - 0 15,g8h8 d1h5 d8g5 h5g5,1475,103,58,15,crushing middlegame short,https://lichess.org/G76F7THT/black#30
03fls,2r2k2/1bpR1ppp/p7/1pP1p3/1PB5/P3P3/5PPP/6K1 w - - 0 23,c4f7 b7c6 d7d1 f8f7,1283,76,88,455,advantage endgame short,https://lichess.org/Tuobrza4#45
03fqJ,8/4k3/4p3/3pP2K/3P3P/4P1P1/8/3n4 w - - 1 41,g3g4 e7f7 h5g5 d1e3,2612,107,88,416,crushing endgame knightEndgame short,https://lichess.org/NL0NbKSH#81
03fz5,8/p1bqr1kp/3N1pp1/2PB4/3Q1P1P/6Pb/P1R4K/8 w - - 0 40,d6e4 e7e4 d4e4 h3f5 e4c4 f5c2 c4c2 d7d5,1966,74,94,4064,advantage middlegame sacrifice skewer veryLong,https://lichess.org/rI8Lnrtk#79
03gHj,3nr1k1/R5p1/2b1q2p/3p4/3N4/1Q1P2PP/1P3P2/1NR1rK2 w - - 1 34,c1e1 e6h3 f1g1 e8e1,2016,78,90,131,deflection discoveredAttack mate mateIn2 middlegame short,https://lichess.org/Ntf6Ggft#67
03gJT,3r4/p3k3/6p1/4Ppn1/1P6/P2p2P1/3B1K2/4R3 b - - 1 49,g5e4 e1e4 f5e4 d2g5 e7e6 g5d8,1633,75,80,140,crushing endgame exposedKing long sacrifice skewer,https://lichess.org/dK7bKjDI/black#98
03gLT,3r4/p2k1p2/2qp1Pr1/2p5/5B2/1P5P/P4PPQ/3R2K1 b - - 6 33,d8g8 d1d6 c6d6 f4d6,969,108,63,29,crushing endgame fork short,https://lichess.org/J7M43OiL/black#66
03gSD,r3k2r/ppp2ppp/8/3pnnq1/3N1N2/3P2P1/PPPQ3P/R3K2R w KQkq - 2 14,d4f5 e5f3 e1d1 f3d2,1099,87,71,77,crushing fork middlegame short,https://lichess.org/2Ku0AAJB#27
03gc3,8/2P3p1/7k/8/1P2npKP/4q2P/2Q5/8 w - - 3 60,c7c8q e3g3 g4f5 e4d6 f5e5 f4f3 e5d5 d6c8 c2c8 g3f4,2767,94,80,104,crushing discoveredAttack endgame fork master veryLong,https://lichess.org/FBESL7lt#119
03gwN,3qk2r/3p1ppp/r1n1p3/p1b5/3NP3/2N1P2P/PP4P1/R2Q1RK1 b k - 1 13,d8b6 c3a4 c5d4 a4b6,1581,78,87,260,crushing middlegame short,https://lichess.org/ZTjjHQRn/black#26
03h56,6k1/7p/4pppP/3r4/2p5/2Q5/6P1/6RK w - - 3 38,c3c4 d5h5 c4h4 h5h4,794,77,98,482,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/KRJpwNY8#75
03h6T,r2rb1k1/ppq4p/1np2NpQ/4Pp2/5P2/1P4P1/P5BP/2R2RK1 b - - 1 23,g8h8 h6f8,1363,78,85,769,mate mateIn1 middlegame oneMove,https://lichess.org/NyJ0CciW/black#46
03hC9,8/7R/5p2/4n3/2pp2P1/2k3K1/P4P1P/8 w - - 1 42,h7c7 d4d3 f2f4 d3d2 f4e5 d2d1q,1304,76,84,115,advancedPawn crushing endgame long promotion,https://lichess.org/Rmm83IlX#83
03hDc,8/2kb4/8/R1pB4/2P2P2/p5P1/r5P1/6K1 w - - 0 45,a5c5 c7b6 c5b5 d7b5,1994,75,86,91,advantage defensiveMove endgame master short trappedPiece,https://lichess.org/NIx5r1KZ#89
03hMQ,bk4r1/2p2n2/1p1b3p/5pB1/1P3P1P/2P1p1P1/4B3/R4RK1 w - - 0 30,g5f6 g8g3 g1h2 g3g2 h2h3 g2e2,1872,123,37,15,crushing exposedKing fork long middlegame,https://lichess.org/PtNpRoNG#59
03hZn,2bk1b1r/Br3ppp/p1Q1p3/qp6/4Pn2/1B1P4/PP1N2PP/R3K2R w KQ - 3 17,a7e3 f4g2 e1e2 g2e3,1827,79,81,59,advantage fork middlegame short,https://lichess.org/5JD6TqL8#33
03hfJ,2kr1bnr/ppp1qppp/2bp4/4P3/5PQ1/1B6/PPP3PP/RNB2RK1 b - - 2 11,f7f5 e5f6 e7d7 b3e6,1988,78,71,94,crushing discoveredAttack enPassant opening pin short,https://lichess.org/DIPyfhFy/black#22
03htF,6k1/5rp1/bp2pr1p/3p4/1P1PnP2/q2B1NP1/7P/1R1Q1RK1 w - - 0 25,b1a1 a3d3 d1d3 a6d3,1527,76,93,1430,advantage middlegame short,https://lichess.org/YUwxYepM#49
03hzt,4rk2/2p2p2/2pp3p/5Pq1/1P2P1QR/8/5PK1/8 b - - 0 44,e8b8 g4g5 h6g5 h4h8,771,81,100,489,crushing endgame master short,https://lichess.org/O30a18rk/black#88
